52,08|39,85|37,61|26,33|38,56|36,08|26,33|21,4| 985,8|
52,08|39,83|37,59|26,30|38,55|36,08|26,30|21,4| 985,7|
52,62|39,83|37,59|26,31|38,55|36,08|26,31|21,4| 985,7|
51,54|39,85|37,71|26,86|38,56|36,18|26,86|21,3| 985,7|
52,08|39,85|37,71|26,86|38,55|36,18|26,86|21,3| 985,6|
52,08|39,85|37,59|26,30|38,54|36,07|26,30|21,4| 985,6|
52,08|39,87|37,63|26,34|38,55|36,07|26,34|21,4| 985,7|
52,08|39,87|37,63|26,34|38,55|36,08|26,34|21,4| 985,7|
51,54|39,83|37,59|26,31|38,55|36,08|26,31|21,3| 985,8|
52,08|39,83|37,49|25,77|38,55|35,98|25,77|21,4| 985,7|
52,08|39,85|37,59|26,30|38,55|36,08|26,30|21,3| 985,7|
52,08|39,85|37,71|26,86|38,55|36,17|26,86|21,3| 985,7|
51,54|39,83|37,59|26,31|38,56|36,08|26,31|21,4| 985,8|
52,08|39,83|37,59|26,30|38,55|36,08|26,30|21,4| 985,7|
52,08|39,85|37,61|26,32|38,55|36,08|26,32|21,4| 985,7|
52,08|39,89|37,65|26,36|38,55|36,08|26,36|21,3| 985,7|
52,08|39,87|37,53|25,80|38,55|35,98|25,80|21,3| 985,8|
52,62|39,83|37,59|26,31|38,56|36,08|26,31|21,4| 985,7|
52,08|39,85|37,61|26,33|38,56|36,09|26,33|21,3| 985,8|
52,62|39,85|37,61|26,33|38,56|36,09|26,33|21,3| 985,8|
51,54|39,87|37,63|26,35|38,56|36,09|26,35|21,3| 985,7|
52,08|39,90|37,68|26,38|38,56|36,08|26,38|21,4| 985,7|
51,54|39,87|37,63|26,35|38,56|36,09|26,35|21,2| 985,7|
51,54|39,90|37,68|26,39|38,57|36,09|26,39|21,4| 985,7|
51,54|39,89|37,65|26,37|38,57|36,09|26,37|21,4| 985,7|
52,08|39,89|37,75|26,92|38,57|36,20|26,92|21,4| 985,7|
51,54|39,89|37,75|26,92|38,57|36,20|26,92|21,4| 985,7|
52,08|39,87|37,53|25,83|38,58|36,01|25,83|21,3| 985,8|
51,54|39,85|37,61|26,34|38,57|36,10|26,34|21,4| 985,7|
51,54|39,87|37,73|26,90|38,57|36,20|26,90|21,4| 985,7|
52,08|39,87|37,63|26,36|38,57|36,10|26,36|21,4| 985,7|
51,54|39,87|37,63|26,36|38,57|36,10|26,36|21,3| 985,7|
51,54|39,90|37,77|26,93|38,57|36,20|26,93|21,3| 985,7|
51,54|39,89|37,75|26,92|38,57|36,20|26,92|21,4| 985,7|
51,54|39,87|37,73|26,90|38,58|36,21|26,90|21,4| 985,7|
52,08|39,90|37,77|26,94|38,57|36,20|26,94|21,3| 985,6|
52,08|39,87|37,73|26,89|38,57|36,19|26,89|21,3| 985,7|
52,08|39,87|37,73|26,89|38,56|36,19|26,89|21,3| 985,7|
51,54|39,89|37,75|26,90|38,56|36,18|26,90|21,3| 985,8|
51,54|39,85|37,61|26,33|38,56|36,08|26,33|21,4| 985,7|
51,54|39,89|37,75|26,91|38,56|36,19|26,91|21,5| 985,7|
51,54|39,87|37,63|26,35|38,56|36,09|26,35|21,3| 985,7|
52,08|39,87|37,63|26,36|38,57|36,09|26,36|21,4| 985,7|
51,54|39,87|37,63|26,35|38,56|36,09|26,35|21,3| 985,7|
51,54|39,89|37,75|26,91|38,56|36,19|26,91|21,3| 985,7|
51,54|39,89|37,56|25,83|38,56|35,99|25,83|21,4| 985,7|
51,54|39,89|37,75|26,91|38,56|36,19|26,91|21,4| 985,7|
51,54|39,89|37,77|26,93|38,56|36,19|26,93|21,4| 985,7|
51,54|39,90|37,68|26,40|38,57|36,10|26,40|21,3| 985,7|
52,08|39,90|37,77|26,94|38,57|36,20|26,94|21,3| 985,7|
52,08|39,89|37,75|26,92|38,57|36,20|26,92|21,4| 985,7|
51,54|39,92|37,80|26,97|38,58|36,21|26,97|21,3| 985,8|
52,08|39,87|37,73|26,90|38,58|36,21|26,90|21,3| 985,7|
51,54|39,89|37,75|26,92|38,58|36,21|26,92|21,3| 985,7|
52,08|39,87|37,63|26,37|38,58|36,11|26,37|21,3| 985,7|
52,08|39,90|37,68|26,40|38,57|36,10|26,40|21,3| 985,7|
52,08|39,89|37,75|26,92|38,58|36,21|26,92|21,3| 985,7|
51,54|39,89|37,75|26,92|38,58|36,21|26,92|21,2| 985,7|
51,54|39,89|37,75|26,93|38,58|36,21|26,93|21,3| 985,7|
51,54|39,94|37,72|26,45|38,58|36,11|26,45|21,3| 985,7|
52,08|39,92|37,82|26,99|38,59|36,22|26,99|21,3| 985,7|
51,00|39,92|37,80|26,97|38,59|36,22|26,97|21,3| 985,7|
51,54|39,94|37,82|26,99|38,59|36,22|26,99|21,3| 985,7|
51,54|39,94|37,82|26,99|38,59|36,22|26,99|21,3| 985,7|
51,54|39,90|37,77|26,95|38,59|36,22|26,95|21,2| 985,8|
51,54|39,90|37,77|26,94|38,58|36,20|26,94|21,2| 985,7|
51,54|39,90|37,77|26,93|38,56|36,19|26,93|21,2| 985,7|
51,54|39,87|37,73|26,90|38,57|36,20|26,90|21,1| 985,7|
51,54|39,89|37,75|26,92|38,57|36,20|26,92|21,1| 985,7|
51,54|39,89|37,75|26,92|38,57|36,20|26,92|21,1| 985,7|
51,54|39,90|37,77|26,94|38,57|36,20|26,94|21,1| 985,7|
51,54|39,85|37,71|26,88|38,57|36,19|26,88|21,1| 985,7|
52,08|39,87|37,53|25,82|38,57|36,00|25,82|21,1| 985,7|
52,08|39,89|37,65|26,37|38,56|36,09|26,37|21,1| 985,7|
51,54|39,87|37,73|26,89|38,56|36,18|26,89|21,1| 985,7|
51,54|39,78|37,62|26,78|38,54|36,17|26,78|21,0| 985,7|
51,54|39,83|37,69|26,83|38,54|36,16|26,83|21,0| 985,7|
51,54|39,85|37,71|26,86|38,55|36,17|26,86|21,0| 985,7|
52,08|39,85|37,71|26,86|38,55|36,17|26,86|21,0| 985,7|
51,54|39,85|37,71|26,86|38,55|36,17|26,86|21,0| 985,7|
51,54|39,87|37,73|26,88|38,55|36,18|26,88|21,0| 985,7|
51,54|39,83|37,79|27,38|38,55|36,28|27,38|20,9| 985,6|
51,54|39,83|37,59|26,30|38,55|36,07|26,30|21,0| 985,7|
51,54|39,85|37,71|26,86|38,55|36,18|26,86|21,0| 985,7|
51,00|39,85|37,71|26,86|38,56|36,18|26,86|20,9| 985,7|
51,54|39,87|37,73|26,89|38,56|36,18|26,89|21,0| 985,7|
51,54|39,87|37,73|26,89|38,56|36,18|26,89|21,0| 985,7|
51,54|39,87|37,83|27,42|38,56|36,28|27,42|20,9| 985,6|
51,54|39,83|37,59|26,31|38,56|36,08|26,31|21,0| 985,7|
51,54|39,78|37,62|26,77|38,53|36,16|26,77|20,9| 985,7|
51,54|39,81|37,86|27,87|38,52|36,33|27,87|20,9| 985,7|
51,54|39,83|37,69|26,81|38,52|36,14|26,81|20,9| 985,8|
51,54|39,79|37,84|27,85|38,52|36,33|27,85|21,0| 985,7|
51,54|39,85|37,71|26,83|38,52|36,14|26,83|21,0| 985,7|
51,54|39,81|37,67|26,79|38,52|36,14|26,79|20,9| 985,7|
51,54|39,83|37,69|26,82|38,53|36,14|26,82|21,0| 985,7|
51,54|39,85|37,71|26,83|38,52|36,14|26,83|21,0| 985,7|
51,54|39,74|37,58|26,70|38,49|36,11|26,70|21,0| 985,7|
51,54|39,72|37,56|26,68|38,50|36,11|26,68|20,9| 985,6|
51,00|39,79|37,74|27,30|38,51|36,22|27,30|20,9| 985,7|
51,54|39,79|37,64|26,75|38,50|36,11|26,75|21,2| 985,7|
51,54|39,81|37,67|26,78|38,51|36,13|26,78|21,0| 985,7|
51,54|39,81|37,57|26,24|38,51|36,03|26,24|21,0| 985,7|
51,54|39,81|37,67|26,78|38,51|36,12|26,78|21,0| 985,7|
52,08|39,81|37,67|26,78|38,51|36,13|26,78|21,0| 985,7|
52,08|39,85|37,61|26,29|38,52|36,04|26,29|20,9| 985,7|
51,54|39,78|37,62|26,75|38,52|36,13|26,75|21,0| 985,7|
51,54|39,79|37,64|26,77|38,52|36,13|26,77|20,9| 985,7|
52,08|39,81|37,67|26,79|38,52|36,14|26,79|20,9| 985,7|
51,54|39,83|37,79|27,35|38,52|36,23|27,35|20,9| 985,7|
51,54|39,85|37,71|26,83|38,52|36,14|26,83|21,0| 985,7|
51,54|39,89|37,75|26,87|38,53|36,15|26,87|21,0| 985,7|
51,54|39,85|37,71|26,84|38,53|36,15|26,84|20,9| 985,8|
51,54|39,87|37,73|26,86|38,53|36,15|26,86|21,0| 985,7|
51,54|39,83|37,69|26,83|38,54|36,16|26,83|21,0| 985,7|
51,54|39,85|37,71|26,85|38,54|36,16|26,85|21,0| 985,7|
51,54|39,87|37,63|26,33|38,54|36,07|26,33|21,0| 985,7|
52,08|39,85|37,71|26,86|38,54|36,17|26,86|21,0| 985,7|
51,54|39,89|37,75|26,90|38,55|36,17|26,90|21,0| 985,7|
51,54|39,90|37,77|26,91|38,55|36,17|26,91|20,9| 985,7|
51,54|39,87|37,73|26,89|38,56|36,18|26,89|21,0| 985,8|
52,08|39,89|37,75|26,90|38,56|36,18|26,90|20,9| 985,7|
51,54|39,92|37,80|26,94|38,56|36,19|26,94|20,9| 985,7|
52,08|39,90|37,75|26,92|38,57|36,20|26,92|20,9| 985,7|
52,08|39,89|37,95|27,99|38,57|36,39|27,99|21,0| 985,7|
52,08|39,89|37,75|26,92|38,58|36,21|26,92|20,9| 985,7|
51,00|39,92|37,80|26,96|38,58|36,21|26,96|20,9| 985,7|
51,00|39,92|37,80|26,97|38,59|36,22|26,97|20,9| 985,7|
50,46|39,89|37,65|26,39|38,59|36,12|26,39|20,9| 985,7|
51,54|39,94|37,82|26,99|38,59|36,22|26,99|20,9| 985,7|
51,54|39,89|37,85|27,47|38,59|36,31|27,47|20,9| 985,7|
51,54|39,94|37,80|26,97|38,59|36,22|26,97|20,9| 985,7|
52,08|39,94|37,72|26,46|38,59|36,13|26,46|20,9| 985,7|
51,54|39,92|37,80|26,98|38,59|36,23|26,98|20,8| 985,7|
52,08|39,92|37,70|26,44|38,60|36,13|26,44|20,9| 985,7|
52,08|39,94|37,82|27,00|38,60|36,23|27,00|20,9| 985,6|
51,54|39,94|37,82|27,00|38,60|36,23|27,00|20,9| 985,6|
51,54|39,94|37,82|26,99|38,59|36,23|26,99|20,9| 985,6|
51,54|39,92|37,80|26,98|38,60|36,23|26,98|20,8| 985,7|
51,54|39,90|37,77|26,95|38,59|36,22|26,95|20,9| 985,7|
51,54|39,92|37,80|26,97|38,59|36,22|26,97|20,8| 985,6|
51,54|39,96|37,84|27,01|38,59|36,22|27,01|20,9| 985,7|
51,54|39,94|37,68|26,41|38,59|36,12|26,41|20,8| 985,7|
52,08|39,90|37,77|26,95|38,59|36,22|26,95|20,8| 985,7|
51,54|39,92|37,80|26,97|38,59|36,22|26,97|20,8| 985,8|
51,54|39,92|37,80|26,98|38,59|36,23|26,98|20,8| 985,7|
51,00|39,94|37,82|26,99|38,59|36,23|26,99|20,8| 985,8|
51,54|39,94|37,82|27,00|38,60|36,23|27,00|20,8| 985,7|
50,46|39,92|37,80|26,98|38,59|36,23|26,98|20,8| 985,8|
51,54|39,94|37,82|27,00|38,60|36,23|27,00|20,9| 985,6|
51,54|39,92|37,80|26,98|38,60|36,24|26,98|20,8| 985,7|
51,00|39,94|37,82|27,00|38,59|36,23|27,00|20,8| 985,7|
51,54|39,92|37,89|27,52|38,60|36,33|27,52|20,8| 985,7|
51,54|39,94|37,80|26,98|38,59|36,23|26,98|20,8| 985,7|
51,54|39,94|37,82|27,00|38,60|36,23|27,00|20,8| 985,7|
51,54|39,92|37,80|26,98|38,60|36,23|26,98|20,8| 985,7|
51,54|39,94|37,82|27,00|38,60|36,23|27,00|20,8| 985,8|
51,54|39,92|37,99|28,05|38,60|36,42|28,05|20,8| 985,7|
51,54|39,90|37,77|26,96|38,60|36,23|26,96|20,8| 985,7|
50,46|39,90|37,77|26,96|38,60|36,23|26,96|20,8| 985,7|
51,54|39,90|37,77|26,96|38,60|36,23|26,96|20,7| 985,7|
51,54|39,87|37,73|26,90|38,58|36,21|26,90|20,8| 985,7|
51,54|39,85|37,71|26,87|38,56|36,19|26,87|20,8| 985,7|
51,54|39,87|37,73|26,89|38,56|36,18|26,89|20,8| 985,7|
51,54|39,83|37,59|26,30|38,55|36,08|26,30|20,8| 985,8|
51,54|39,89|37,75|26,89|38,55|36,17|26,89|20,9| 985,7|
51,54|39,85|37,71|26,86|38,55|36,17|26,86|20,8| 985,7|
51,54|39,87|37,73|26,88|38,55|36,18|26,88|20,8| 985,7|
51,54|39,87|37,93|27,94|38,54|36,36|27,94|20,9| 985,7|
51,54|39,85|37,71|26,85|38,54|36,16|26,85|20,8| 985,7|
51,54|39,85|37,71|26,84|38,53|36,15|26,84|20,8| 985,7|
51,54|39,89|37,75|26,88|38,54|36,16|26,88|20,8| 985,7|
51,54|39,85|37,73|26,86|38,53|36,15|26,86|20,8| 985,7|
50,46|39,83|37,69|26,81|38,52|36,14|26,81|20,8| 985,7|
51,00|39,85|37,71|26,83|38,52|36,14|26,83|20,8| 985,6|
51,54|39,85|37,81|27,36|38,52|36,23|27,36|20,9| 985,7|
50,46|39,85|37,71|26,81|38,51|36,12|26,81|21,0| 985,7|
51,54|39,87|37,73|26,81|38,48|36,09|26,81|20,8| 985,7|
51,54|39,81|37,67|26,76|38,49|36,10|26,76|20,8| 985,7|
51,54|39,85|37,71|26,79|38,48|36,09|26,79|20,8| 985,7|
51,54|39,81|37,67|26,74|38,47|36,07|26,74|20,8| 985,7|
51,54|39,83|37,69|26,74|38,45|36,06|26,74|20,8| 985,7|
50,46|39,81|37,76|27,27|38,46|36,16|27,27|20,8| 985,7|
51,54|39,83|37,79|27,28|38,45|36,15|27,28|20,8| 985,7|
51,54|39,83|37,69|26,73|38,44|36,04|26,73|20,8| 985,7|
51,54|39,79|37,64|26,68|38,42|36,03|26,68|20,8| 985,7|
51,54|39,81|37,67|26,70|38,42|36,03|26,70|20,9| 985,7|
51,54|39,83|37,59|26,18|38,43|35,93|26,18|20,8| 985,6|
51,54|39,74|37,58|26,62|38,42|36,02|26,62|20,9| 985,7|
51,00|39,74|37,58|26,59|38,40|35,99|26,59|20,8| 985,7|
51,54|39,72|37,46|26,03|38,39|35,88|26,03|20,8| 985,7|
51,54|39,67|37,39|25,96|38,37|35,87|25,96|20,8| 985,7|
51,54|39,68|37,45|26,44|38,35|35,94|26,44|20,8| 985,8|
51,54|39,70|37,54|26,51|38,35|35,94|26,51|20,8| 985,6|
51,54|39,70|37,54|26,53|38,36|35,95|26,53|20,9| 985,7|
51,54|39,72|37,56|26,54|38,36|35,95|26,54|20,8| 985,7|
51,54|39,67|37,49|26,49|38,36|35,95|26,49|20,8| 985,6|
51,54|39,67|37,59|27,01|38,35|36,03|27,01|20,9| 985,7|
51,54|39,65|37,47|26,46|38,35|35,93|26,46|20,9| 985,7|
51,54|39,72|37,56|26,55|38,37|35,96|26,55|20,9| 985,7|
51,00|39,74|37,58|26,58|38,38|35,97|26,58|20,9| 985,6|
51,54|39,74|37,58|26,58|38,38|35,97|26,58|21,0| 985,7|
51,54|39,74|37,48|26,04|38,38|35,88|26,04|20,8| 985,7|
51,54|39,78|37,70|27,15|38,40|36,09|27,15|20,9| 985,7|
51,54|39,76|37,80|27,69|38,40|36,19|27,69|20,9| 985,7|
51,54|39,76|37,60|26,62|38,41|36,00|26,62|20,9| 985,7|
51,54|39,78|37,72|27,18|38,41|36,10|27,18|20,9| 985,7|
51,00|39,76|37,60|26,63|38,41|36,01|26,63|20,9| 985,6|
51,54|39,74|37,58|26,62|38,42|36,02|26,62|20,9| 985,7|
51,00|39,78|37,72|27,19|38,42|36,12|27,19|21,0| 985,7|
51,54|39,81|37,76|27,23|38,42|36,12|27,23|21,0| 985,7|
50,46|39,78|37,62|26,66|38,43|36,03|26,66|20,9| 985,7|
51,54|39,78|37,62|26,66|38,43|36,03|26,66|21,0| 985,6|
51,54|39,78|37,72|27,21|38,43|36,13|27,21|20,9| 985,7|
51,00|39,78|37,62|26,67|38,44|36,04|26,67|21,0| 985,7|
51,54|39,78|37,62|26,68|38,44|36,05|26,68|21,0| 985,7|
51,54|39,81|37,67|26,72|38,45|36,05|26,72|21,0| 985,7|
51,54|39,79|37,64|26,70|38,45|36,05|26,70|21,0| 985,7|
51,00|39,79|37,64|26,70|38,45|36,05|26,70|20,9| 985,7|
50,46|39,79|37,64|26,71|38,45|36,06|26,71|21,0| 985,7|
51,54|39,79|37,55|26,17|38,46|35,97|26,17|21,0| 985,7|
51,54|39,78|37,62|26,69|38,46|36,07|26,69|21,0| 985,7|
51,54|39,79|37,55|26,18|38,46|35,97|26,18|21,0| 985,7|
51,54|39,79|37,62|26,70|38,46|36,07|26,70|20,9| 985,7|
52,08|39,74|37,58|26,66|38,46|36,06|26,66|20,9| 985,7|
51,54|39,76|37,60|26,67|38,45|36,06|26,67|20,9| 985,7|
51,54|39,76|37,60|26,67|38,45|36,05|26,67|20,9| 985,7|
51,54|39,74|37,58|26,64|38,44|36,05|26,64|21,0| 985,7|
51,00|39,74|37,58|26,65|38,45|36,06|26,65|20,9| 985,7|
51,54|39,78|37,62|26,68|38,44|36,05|26,68|21,0| 985,6|
51,00|39,72|37,56|26,62|38,44|36,05|26,62|20,9| 985,7|
50,46|39,78|37,62|26,68|38,44|36,05|26,68|21,0| 985,8|
51,54|39,74|37,58|26,64|38,44|36,04|26,64|21,0| 985,7|
51,54|39,78|37,82|27,76|38,44|36,24|27,76|21,1| 985,7|
51,00|39,78|37,62|26,68|38,44|36,05|26,68|21,0| 985,7|
51,00|39,72|37,56|26,61|38,43|36,04|26,61|21,0| 985,7|
50,46|39,74|37,68|27,18|38,44|36,15|27,18|21,0| 985,7|
51,54|39,79|37,55|26,16|38,44|35,94|26,16|21,0| 985,6|
51,54|39,74|37,58|26,64|38,44|36,04|26,64|20,9| 985,7|
51,54|39,74|37,58|26,64|38,43|36,04|26,64|21,0| 985,7|
51,54|39,72|37,66|27,15|38,43|36,13|27,15|20,8| 985,7|
51,54|39,74|37,58|26,64|38,44|36,04|26,64|20,9| 985,7|
51,54|39,74|37,58|26,64|38,44|36,04|26,64|20,9| 985,7|
51,54|39,76|37,60|26,65|38,44|36,04|26,65|20,9| 985,6|
51,54|39,76|37,80|27,71|38,42|36,22|27,71|21,0| 985,7|
50,46|39,72|37,56|26,57|38,39|35,99|26,57|21,0| 985,7|
51,54|39,68|37,67|27,56|38,38|36,17|27,56|21,0| 985,7|
51,54|39,70|37,54|26,55|38,39|35,98|26,55|21,0| 985,7|
51,00|39,68|37,51|26,54|38,39|35,99|26,54|21,0| 985,7|
51,54|39,68|37,61|27,07|38,39|36,08|27,07|21,0| 985,7|
51,54|39,72|37,56|26,57|38,39|35,99|26,57|20,9| 985,7|
51,54|39,68|37,54|26,56|38,39|35,99|26,56|21,0| 985,6|
51,00|39,68|37,42|26,00|38,40|35,90|26,00|21,0| 985,6|
51,54|39,70|37,54|26,56|38,40|36,00|26,56|21,0| 985,7|
51,00|39,72|37,56|26,58|38,40|36,00|26,58|21,0| 985,7|
51,54|39,72|37,56|26,58|38,40|36,00|26,58|20,9| 985,7|
51,54|39,70|37,63|27,10|38,40|36,10|27,10|21,0| 985,7|
51,54|39,76|37,60|26,62|38,40|36,00|26,62|21,0| 985,7|
52,08|39,68|37,51|26,54|38,40|36,00|26,54|21,0| 985,8|
51,54|39,67|37,49|26,50|38,37|35,96|26,50|21,0| 985,7|
51,54|39,65|37,47|26,47|38,37|35,95|26,47|21,0| 985,7|
51,54|39,67|37,49|26,50|38,37|35,97|26,50|21,0| 985,7|
51,54|39,63|37,45|26,46|38,37|35,96|26,46|21,0| 985,7|
51,54|39,59|37,41|26,39|38,34|35,92|26,39|20,9| 985,7|
52,08|39,56|37,46|26,88|38,32|36,00|26,88|21,0| 985,7|
52,08|39,57|37,38|26,36|38,32|35,90|26,36|21,0| 985,7|
51,54|39,63|37,45|26,42|38,34|35,92|26,42|21,0| 985,7|
51,00|39,63|37,45|26,42|38,34|35,92|26,42|21,0| 985,7|
51,00|39,63|37,45|26,42|38,33|35,91|26,42|21,0| 985,7|
51,54|39,65|37,47|26,45|38,34|35,92|26,45|20,9| 985,8|
51,54|39,65|37,47|26,45|38,34|35,92|26,45|21,0| 985,7|
51,54|39,63|37,55|26,97|38,34|36,02|26,97|21,0| 985,6|
51,00|39,63|37,55|26,97|38,34|36,03|26,97|21,0| 985,7|
51,54|39,68|37,51|26,50|38,35|35,94|26,50|20,9| 985,7|
51,54|39,61|37,43|26,43|38,36|35,94|26,43|21,0| 985,7|
51,00|39,68|37,51|26,51|38,36|35,95|26,51|21,0| 985,7|
51,54|39,67|37,59|27,03|38,36|36,05|27,03|21,0| 985,7|
51,00|39,65|37,47|26,47|38,36|35,95|26,47|21,0| 985,7|
51,54|39,67|37,49|26,49|38,36|35,95|26,49|21,0| 985,7|
51,54|39,67|37,49|26,49|38,37|35,96|26,49|21,0| 985,7|
51,54|39,68|37,42|25,97|38,37|35,86|25,97|21,0| 985,7|
51,54|39,65|37,57|27,02|38,37|36,06|27,02|21,0| 985,7|
51,54|39,63|37,45|26,46|38,36|35,96|26,46|21,0| 985,7|
51,54|39,67|37,49|26,49|38,37|35,96|26,49|21,1| 985,8|
51,54|39,68|37,51|26,51|38,37|35,95|26,51|21,0| 985,8|
51,54|39,70|37,54|26,53|38,37|35,96|26,53|21,1| 985,8|
51,54|39,67|37,49|26,49|38,37|35,96|26,49|21,1| 985,7|
51,54|39,70|37,54|26,53|38,37|35,96|26,53|21,1| 985,8|
51,54|39,65|37,47|26,48|38,37|35,96|26,48|21,1| 985,6|
51,54|39,67|37,49|26,50|38,37|35,96|26,50|21,0| 985,7|
50,46|39,65|37,57|27,02|38,37|36,06|27,02|21,0| 985,7|
51,54|39,68|37,51|26,51|38,37|35,96|26,51|21,1| 985,7|
51,54|39,68|37,51|26,52|38,38|35,97|26,52|21,1| 985,7|
51,54|39,65|37,67|27,54|38,36|36,15|27,54|21,1| 985,7|
51,00|39,54|37,54|27,40|38,33|36,11|27,40|21,1| 985,7|
51,54|39,56|37,36|26,33|38,31|35,90|26,33|21,1| 985,7|
51,00|39,57|37,38|26,35|38,32|35,90|26,35|20,9| 985,7|
50,46|39,59|37,60|27,46|38,33|36,11|27,46|21,1| 985,7|
51,00|39,63|37,55|26,97|38,34|36,02|26,97|21,2| 985,7|
51,54|39,61|37,43|26,41|38,34|35,92|26,41|21,2| 985,8|
51,00|39,63|37,45|26,43|38,34|35,93|26,43|21,1| 985,7|
51,54|39,63|37,45|26,43|38,34|35,92|26,43|21,2| 985,7|
51,00|39,59|37,60|27,48|38,35|36,13|27,48|21,1| 985,8|
51,00|39,63|37,45|26,43|38,35|35,93|26,43|21,1| 985,7|
51,00|39,63|37,45|26,43|38,35|35,93|26,43|21,2| 985,7|
51,54|39,65|37,57|27,00|38,35|36,04|27,00|21,1| 985,7|
51,00|39,65|37,47|26,46|38,35|35,93|26,46|21,0| 985,7|
51,54|39,67|37,49|26,47|38,35|35,93|26,47|21,1| 985,7|
51,00|39,61|37,43|26,42|38,35|35,93|26,42|21,2| 985,7|
51,54|39,67|37,49|26,47|38,35|35,93|26,47|21,2| 985,7|
51,54|39,65|37,47|26,46|38,35|35,93|26,46|21,2| 985,8|
51,54|39,61|37,43|26,41|38,34|35,93|26,41|21,1| 985,7|
51,54|39,65|37,47|26,45|38,34|35,92|26,45|21,2| 985,7|
51,54|39,65|37,47|26,45|38,34|35,92|26,45|21,2| 985,7|
50,46|39,59|37,41|26,38|38,33|35,91|26,38|21,2| 985,7|
51,54|39,63|37,45|26,42|38,33|35,91|26,42|21,2| 985,7|
50,46|39,59|37,41|26,38|38,33|35,91|26,38|21,2| 985,7|
50,46|39,67|37,69|27,53|38,33|36,11|27,53|21,2| 985,7|
51,54|39,63|37,55|26,96|38,33|36,02|26,96|21,2| 985,7|
51,54|39,63|37,65|27,50|38,33|36,12|27,50|21,1| 985,7|
50,46|39,63|37,45|26,43|38,34|35,92|26,43|21,2| 985,7|
51,54|39,67|37,49|26,47|38,34|35,93|26,47|21,2| 985,8|
51,54|39,65|37,47|26,46|38,35|35,93|26,46|21,2| 985,7|
